traffic_model,origin_address,destination_address,origin_lat,origin_lng,destination_lat,destination_lng,distance,duration,duration_in_traffic,traffic_density,green_light,red_light,current_time,current_date,input_origin,input_destination
optimistic,"Indira Nagar, Lucknow, Uttar Pradesh, India","Gomti Nagar, Lucknow, Uttar Pradesh, India",26.8798933,80.9926327,26.8496217,81.0072193,7.3 km,17 mins,15 mins,2.11,45.43,30,18:50:47,06-12-2024,"Indira Nagar, Lucknow","Gomti Nagar, Lucknow"
pessimistic,"Indira Nagar, Lucknow, Uttar Pradesh, India","Gomti Nagar, Lucknow, Uttar Pradesh, India",26.8798933,80.9926327,26.8496217,81.0072193,7.3 km,17 mins,32 mins,4.35,61.87,30,18:50:48,06-12-2024,"Indira Nagar, Lucknow","Gomti Nagar, Lucknow"
best_guess,"Chowk, Lucknow, Uttar Pradesh 226003, India","Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",26.861739,80.9045064,26.8661776,81.00644419999999,15.2 km,35 mins,43 mins,2.82,72.92,30,18:50:49,06-12-2024,"Chowk, Lucknow","Vibhuti Khand, Lucknow"
optimistic,"Chowk, Lucknow, Uttar Pradesh 226003, India","Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",26.861739,80.9045064,26.8661776,81.00644419999999,15.2 km,35 mins,34 mins,2.27,64.45,30,18:50:50,06-12-2024,"Chowk, Lucknow","Vibhuti Khand, Lucknow"
pessimistic,"Chowk, Lucknow, Uttar Pradesh 226003, India","Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh 226010, India",26.861739,80.9045064,26.8661776,81.00644419999999,15.2 km,35 mins,1 hour 4 mins,4.24,94.45,30,18:50:51,06-12-2024,"Chowk, Lucknow","Vibhuti Khand, Lucknow"
best_guess,"Kapoorthla, Chandralok, Lucknow, Uttar Pradesh 226024, India","Cantonment Rd, Lucknow, Uttar Pradesh, India",26.8819465,80.9449643,26.8368337,80.9391032,7.2 km,22 mins,27 mins,3.75,57.17,30,18:50:52,06-12-2024,"Kapoorthala, Lucknow","Cantonment Road, Lucknow"
optimistic,"Kapoorthla, Chandralok, Lucknow, Uttar Pradesh 226024, India","Cantonment Rd, Lucknow, Uttar Pradesh, India",26.8819465,80.9449643,26.8368337,80.9391032,7.3 km,22 mins,21 mins,2.84,50.7,30,18:50:53,06-12-2024,"Kapoorthala, Lucknow","Cantonment Road, Lucknow"
pessimistic,"Kapoorthla, Chandralok, Lucknow, Uttar Pradesh 226024, India","Cantonment Rd, Lucknow, Uttar Pradesh, India",26.8819465,80.9449643,26.8368337,80.9391032,7.3 km,22 mins,42 mins,5.74,71.85,30,18:50:54,06-12-2024,"Kapoorthala, Lucknow","Cantonment Road, Lucknow"
best_guess,"Sector 62, Noida, Uttar Pradesh, India","Sector 18, Noida, Uttar Pradesh 201301, India",28.627981,77.3648567,28.570317,77.3218196,10.0 km,28 mins,32 mins,3.19,62.0,30,18:50:55,06-12-2024,"Sector 62, Noida","Sector 18, Noida"
optimistic,"Sector 62, Noida, Uttar Pradesh, India","Sector 18, Noida, Uttar Pradesh 201301, India",28.627981,77.3648567,28.570317,77.3218196,10.0 km,28 mins,25 mins,2.51,55.15,30,18:50:56,06-12-2024,"Sector 62, Noida","Sector 18, Noida"
pessimistic,"Sector 62, Noida, Uttar Pradesh, India","Sector 18, Noida, Uttar Pradesh 201301, India",28.627981,77.3648567,28.570317,77.3218196,10.0 km,28 mins,58 mins,5.73,87.5,30,18:50:57,06-12-2024,"Sector 62, Noida","Sector 18, Noida"
best_guess,"Sector 15, Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",28.5820607,77.3109035,28.5355161,77.3910265,13.1 km,23 mins,31 mins,2.38,61.28,30,18:50:57,06-12-2024,"Sector 15, Noida","Greater Noida, Noida"
optimistic,"Sector 15, Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",28.5820607,77.3109035,28.5355161,77.3910265,13.1 km,23 mins,26 mins,1.98,56.03,30,18:50:58,06-12-2024,"Sector 15, Noida","Greater Noida, Noida"
pessimistic,"Sector 15, Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",28.5820607,77.3109035,28.5355161,77.3910265,13.1 km,23 mins,49 mins,3.74,79.07,30,18:50:59,06-12-2024,"Sector 15, Noida","Greater Noida, Noida"
best_guess,"Mehrauli-Gurgaon Rd, Gurugram, Haryana, India","Sikanderpur, Sector 26, Gurugram, Haryana, India",28.4815018,77.0927859,28.4794221,77.1068059,4.1 km,10 mins,16 mins,3.88,46.0,30,18:51:00,06-12-2024,"MG Road, Gurgaon","Sikanderpur, Gurgaon"
optimistic,"Mehrauli-Gurgaon Rd, Gurugram, Haryana, India","Sikanderpur, Sector 26, Gurugram, Haryana, India",28.4815018,77.0927859,28.4794221,77.1068059,4.1 km,10 mins,11 mins,2.71,41.17,30,18:51:01,06-12-2024,"MG Road, Gurgaon","Sikanderpur, Gurgaon"
pessimistic,"Mehrauli-Gurgaon Rd, Gurugram, Haryana, India","Sikanderpur, Sector 26, Gurugram, Haryana, India",28.4815018,77.0927859,28.4794221,77.1068059,4.1 km,10 mins,23 mins,5.56,52.93,30,18:51:02,06-12-2024,"MG Road, Gurgaon","Sikanderpur, Gurgaon"
best_guess,"DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022, India","Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122022, India",28.4949762,77.0895421,28.504655,77.08481789999999,2.2 km,8 mins,11 mins,5.11,41.12,30,18:51:03,06-12-2024,"Cyber Hub, Gurgaon","Udyog Vihar Phase V, Gurgaon"
optimistic,"DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022, India","Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122022, India",28.4949762,77.0895421,28.504655,77.08481789999999,2.2 km,8 mins,10 mins,4.73,40.3,30,18:51:04,06-12-2024,"Cyber Hub, Gurgaon","Udyog Vihar Phase V, Gurgaon"
pessimistic,"DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122022, India","Phase V, Udyog Vihar, Sector 19, Gurugram, Haryana 122022, India",28.4949762,77.0895421,28.504655,77.08481789999999,2.2 km,8 mins,18 mins,8.23,47.92,30,18:51:05,06-12-2024,"Cyber Hub, Gurgaon","Udyog Vihar Phase V, Gurgaon"
best_guess,"Gurgaon Rajiv Chowk, Hans Enclave, Sector 33, Gurugram, Haryana 122001, India","Badshahpur Sohna Rd Hwy, Gurugram, Haryana, India",28.4473686,77.0261079,28.3748549,77.056217,13.7 km,22 mins,32 mins,2.33,62.03,30,18:51:06,06-12-2024,"Rajiv Chowk, Gurgaon","Sohna Road, Gurgaon"
optimistic,"Gurgaon Rajiv Chowk, Hans Enclave, Sector 33, Gurugram, Haryana 122001, India","Badshahpur Sohna Rd Hwy, Gurugram, Haryana, India",28.4473686,77.0261079,28.3748549,77.056217,13.7 km,22 mins,21 mins,1.5,50.58,30,18:51:07,06-12-2024,"Rajiv Chowk, Gurgaon","Sohna Road, Gurgaon"
pessimistic,"Gurgaon Rajiv Chowk, Hans Enclave, Sector 33, Gurugram, Haryana 122001, India","Badshahpur Sohna Rd Hwy, Gurugram, Haryana, India",28.4473686,77.0261079,28.3748549,77.056217,13.7 km,22 mins,47 mins,3.45,77.45,30,18:51:08,06-12-2024,"Rajiv Chowk, Gurgaon","Sohna Road, Gurgaon"
best_guess,"Vyttila Junction, Salem - Kochi Hwy, Vyttila, Ernakulam, Kochi, Kerala 682019, India","Edappally, Kochi, Kerala, India",9.968657,76.31837999999999,10.0260688,76.3124753,9.1 km,20 mins,33 mins,3.61,62.83,30,18:51:09,06-12-2024,"Vyttila Junction, Kochi","Edappally, Kochi"
optimistic,"Vyttila Junction, Salem - Kochi Hwy, Vyttila, Ernakulam, Kochi, Kerala 682019, India","Edappally, Kochi, Kerala, India",9.968657,76.31837999999999,10.0260688,76.3124753,9.1 km,20 mins,22 mins,2.37,51.5,30,18:51:10,06-12-2024,"Vyttila Junction, Kochi","Edappally, Kochi"
pessimistic,"Vyttila Junction, Salem - Kochi Hwy, Vyttila, Ernakulam, Kochi, Kerala 682019, India","Edappally, Kochi, Kerala, India",9.968657,76.31837999999999,10.0260688,76.3124753,9.1 km,20 mins,48 mins,5.3,78.22,30,18:51:11,06-12-2024,"Vyttila Junction, Kochi","Edappally, Kochi"
best_guess,"Kalamassery, Kochi, Kerala, India","Fort Kochi, Kochi, Kerala, India",10.0531493,76.3528075,9.9657787,76.2421147,29.8 km,59 mins,1 hour 14 mins,2.48,103.92,30,18:51:12,06-12-2024,"Kalamassery, Kochi","Fort Kochi, Kochi"
optimistic,"Kalamassery, Kochi, Kerala, India","Fort Kochi, Kochi, Kerala, India",10.0531493,76.3528075,9.9657787,76.2421147,29.8 km,59 mins,1 hour 1 min,2.04,90.77,30,18:51:13,06-12-2024,"Kalamassery, Kochi","Fort Kochi, Kochi"
pessimistic,"Kalamassery, Kochi, Kerala, India","Fort Kochi, Kochi, Kerala, India",10.0531493,76.3528075,9.9657787,76.2421147,29.8 km,59 mins,1 hour 48 mins,3.64,138.43,30,18:51:13,06-12-2024,"Kalamassery, Kochi","Fort Kochi, Kochi"
best_guess,"Panampilly Nagar, Kochi, Kerala, India","Marine Drive, Kochi, Kerala, India",9.9588628,76.2956985,9.9771685,76.2773228,4.0 km,11 mins,19 mins,4.84,49.13,30,18:51:15,06-12-2024,"Panampilly Nagar, Kochi","Marine Drive, Kochi"
optimistic,"Panampilly Nagar, Kochi, Kerala, India","Marine Drive, Kochi, Kerala, India",9.9588628,76.2956985,9.9771685,76.2773228,4.0 km,11 mins,10 mins,2.54,40.02,30,18:51:15,06-12-2024,"Panampilly Nagar, Kochi","Marine Drive, Kochi"
pessimistic,"Panampilly Nagar, Kochi, Kerala, India","Marine Drive, Kochi, Kerala, India",9.9588628,76.2956985,9.9771685,76.2773228,4.0 km,11 mins,21 mins,5.35,51.13,30,18:51:16,06-12-2024,"Panampilly Nagar, Kochi","Marine Drive, Kochi"
best_guess,"Thevara, Kochi, Kerala, India","Palarivattom, Kochi, Kerala, India",9.942172399999999,76.3001719,10.0013655,76.310081,12.4 km,24 mins,37 mins,2.97,66.73,30,18:51:17,06-12-2024,"Thevara, Kochi","Palarivattom, Kochi"
optimistic,"Thevara, Kochi, Kerala, India","Palarivattom, Kochi, Kerala, India",9.942172399999999,76.3001719,10.0013655,76.310081,12.4 km,24 mins,26 mins,2.09,55.9,30,18:51:18,06-12-2024,"Thevara, Kochi","Palarivattom, Kochi"
pessimistic,"Thevara, Kochi, Kerala, India","Palarivattom, Kochi, Kerala, India",9.942172399999999,76.3001719,10.0013655,76.310081,12.4 km,24 mins,44 mins,3.53,73.73,30,18:51:19,06-12-2024,"Thevara, Kochi","Palarivattom, Kochi"
