id,timestamp,origin_latitude,origin_longitude,green_duration,red_duration
1,2024-12-20 01:20:08,19.0759837,72.8776559,54.0,30.0
2,2024-12-20 10:28:02,23.2599333,77.412615,54.0,30.0
